WKT;identificatie;rdf_seealso;bouwjaar;status;gebruiksdoel;oppervlakte_min;oppervlakte_max;aantal_verblijfsobjecten;fuuid
"POLYGON ((80394.899 454363.579,80392.073 454369.057,80379.257 454361.288,80382.041 454356.139,80382.848 454356.653,80394.899 454363.579))";"0518100000341959";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341959;"1901";Pand in gebruik;woonfunctie;"131";"131";"1";pand.f7ebb5fa-9fcc-4715-a24b-6fab165f9191
"POLYGON ((80397.92 454229.576,80392.15 454239.006,80386.585 454235.578,80392.318 454226.281,80392.594 454226.447,80393.324 454225.181,80393.138 454225.037,80395.72 454221.193,80396.446 454221.683,80397.531 454220.118,80401.854 454223.362,80397.92 454229.576))";"0518100000346047";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346047;"1902";Pand in gebruik;"winkelfunctie,woonfunctie";"73";"102";"2";pand.f1a4cdb8-94ad-441d-868b-41c6e657df5c
"POLYGON ((80330.061 454200.706,80325.712 454198.026,80331.319 454188.928,80335.667 454191.608,80330.061 454200.706))";"0518100000341973";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341973;"1996";Pand in gebruik;woonfunctie;"96";"96";"1";pand.34e9519a-680b-4cce-aa41-4dfff74e8780
"POLYGON ((80323.165 454163.141,80323.059 454163.078,80322.068 454164.68,80317.679 454162.029,80318.614 454160.452,80318.736 454160.525,80324.221 454151.241,80328.657 454153.862,80323.165 454163.141))";"0518100000341974";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341974;"1996";Pand in gebruik;woonfunctie;"82";"85";"2";pand.1b150e09-26ec-4cf2-977e-6d77847615c0
"POLYGON ((80450.773 454255.969,80448.417 454260.518,80438.737 454255.542,80441.094 454251.014,80450.773 454255.969))";"0518100000341975";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341975;"1996";Pand in gebruik;woonfunctie;"88";"93";"2";pand.93cc6c70-182e-4d73-a5a9-07ed58de4c51
"POLYGON ((79413.157 454938.561,79412.932 454938.375,79408.133 454934.419,79416.746 454923.972,79418.274 454925.258,79419.898 454923.328,79418.37 454922.042,79424.802 454914.195,79427.431 454916.409,79419.964 454925.276,79422.411 454927.336,79421.834 454928.048,79413.157 454938.561))";"0518100000346551";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346551;"1894";Pand in gebruik;"winkelfunctie,woonfunctie";"117";"134";"2";pand.72cdab47-fe8f-4b8c-9c78-c529fee29e7a
"POLYGON ((80400.081 454780.533,80409.181 454787.215,80402.343 454796.563,80401.367 454797.894,80398.308 454795.621,80392.251 454791.17,80383.339 454784.622,80374.426 454778.072,80370.332 454775.064,80365.511 454771.526,80373.336 454760.896,80382.25 454767.441,80391.166 454773.987,80400.081 454780.533))";"0518100000338397";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338397;"1971";Pand in gebruik;woonfunctie;"101";"148";"32";pand.cba36386-16d0-429f-8b62-998f56dd0d51
"POLYGON ((80587.251 454539.164,80582.128 454535.851,80584.79 454531.683,80589.916 454534.965,80587.251 454539.164))";"0518100000342718";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342718;"1660";Pand in gebruik;woonfunctie;"62";"62";"1";pand.ef40a293-3e39-4c31-aef6-5fe60a0c356c
"POLYGON ((79523.39 454144.42,79519.288 454142.597,79522.017 454136.827,79525.977 454138.585,79523.39 454144.42))";"0518100000342334";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342334;"1902";Pand in gebruik;woonfunctie;"188";"188";"1";pand.c2753e39-8f50-4992-a749-a7622a4f4ffe
"POLYGON ((80617.768 454144.021,80608.136 454138.769,80609.422 454136.574,80610.94 454137.324,80612.192 454135.027,80620.273 454139.427,80617.768 454144.021))";"0518100000344123";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344123;"1893";Pand in gebruik;woonfunctie;"89";"89";"1";pand.8bac850c-9463-4d24-a257-b41efbad5237
"POLYGON ((80306.533 454366.485,80302.743 454364.179,80309.309 454353.69,80312.866 454355.836,80306.533 454366.485))";"0518100000346091";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346091;"1882";Pand in gebruik;woonfunctie;"68";"68";"1";pand.bef9190d-9b87-4c80-91f3-064bee83942c
"POLYGON ((80626.552 454320.034,80621.318 454317.372,80621.457 454317.103,80623.914 454312.333,80629.166 454315.038,80626.552 454320.034))";"0518100000342725";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342725;"1900";Pand in gebruik;woonfunctie;"47";"47";"1";pand.b87ef624-6351-4217-bb29-83b6f25c850b
"POLYGON ((80504.991 454338.36,80504.895 454338.306,80504.748 454338.566,80504.741 454338.625,80502.578 454337.437,80495.364 454333.455,80497.849 454328.875,80496.624 454328.076,80499.801 454322.271,80505.155 454324.961,80507.101 454320.86,80509.453 454322.097,80510.303 454322.565,80508.013 454326.72,80510.427 454328.032,80510.263 454328.321,80510.438 454328.419,80504.991 454338.36))";"0518100000341347";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341347;"1879";Pand in gebruik;woonfunctie;"52";"146";"4";pand.4b9678f8-1145-4cfd-bc54-dec82f56cc36
"POLYGON ((79553.302 454463.753,79551.458 454462.842,79552.969 454460.002,79551.138 454459.027,79555.032 454451.873,79558.793 454453.797,79553.302 454463.753))";"0518100000343351";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343351;"1897";Pand in gebruik;woonfunctie;"64";"64";"1";pand.dec84fad-6b28-418f-8ad7-ae443aeb402a
"POLYGON ((79598.852 454947.101,79596.096 454950.453,79588.353 454944.087,79590.982 454940.886,79591.107 454940.734,79598.852 454947.101))";"0518100000341351";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341351;"1998";Pand in gebruik;woonfunctie;"154";"154";"1";pand.1360469b-08e1-4fa9-a4d3-668b7a76981a
"POLYGON ((80275.091 454699.214,80272.807 454697.694,80276.567 454692.026,80278.85 454693.546,80275.091 454699.214))";"0518100000342360";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342360;"1978";Pand in gebruik;overige gebruiksfunctie;"15";"15";"1";pand.df3c708d-51e6-458d-9362-618b16d20a90
"POLYGON ((80283.398 454216.528,80277.899 454225.98,80272.897 454223.024,80279.181 454211.927,80282.691 454206.108,80283.858 454204.261,80284.012 454204.012,80288.894 454207.071,80288.287 454208.0,80288.268 454207.989,80287.537 454209.257,80285.585 454207.929,80282.426 454213.034,80284.682 454214.37,80283.398 454216.528))";"0518100000343756";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343756;"1920";Pand in gebruik;woonfunctie;"75";"142";"2";pand.6dc846b3-239e-4c7f-a53b-8d486690ac7a
"POLYGON ((79443.44 454777.648,79439.455 454774.805,79447.957 454762.511,79450.363 454764.156,79450.0 454764.621,79446.972 454768.616,79448.965 454770.031,79443.44 454777.648))";"0518100000342377";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000342377;"1897";Pand in gebruik;woonfunctie;"114";"114";"1";pand.007fc702-522d-4c0e-bd3c-2b6d11271862
"POLYGON ((80146.336 454919.452,80143.906 454922.54,80135.52 454916.037,80138.044 454912.827,80146.336 454919.452))";"0518100000345627";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000345627;"1922";Pand in gebruik;woonfunctie;"107";"107";"1";pand.3ddfc835-e4b8-4f3e-8a96-eb60ecc8676c
"POLYGON ((79693.381 454810.934,79690.076 454809.485,79704.498 454776.609,79703.304 454776.094,79704.977 454772.124,79697.578 454771.063,79701.798 454755.728,79701.954 454740.178,79717.129 454742.344,79720.431 454733.9,79725.05 454735.684,79720.781 454746.656,79713.807 454763.893,79707.248 454779.578,79699.94 454796.403,79693.381 454810.934))";"0518100000344729";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344729;"2004";Pand in gebruik;bijeenkomstfunctie;"505";"505";"1";pand.78acdbec-489d-46ef-bb4e-3beb1b2bf9fd
"POLYGON ((80133.932 454935.226,80131.505 454938.334,80123.285 454931.596,80125.494 454928.786,80133.932 454935.226))";"0518100000344739";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344739;"1922";Pand in gebruik;woonfunctie;"107";"107";"1";pand.c7c9e1db-9806-491f-8880-eb1ad7587357
"POLYGON ((80027.406 454265.82,80022.701 454268.573,80017.613 454260.001,80017.521 454259.785,80017.444 454259.604,80019.904 454258.183,80016.966 454253.104,80014.5 454254.513,80012.628 454251.352,80012.513 454251.158,80017.396 454248.283,80017.499 454248.465,80018.864 454250.869,80027.406 454265.82))";"0518100000345157";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000345157;"1903";Pand in gebruik;woonfunctie;"57";"76";"2";pand.8d336156-dec7-4077-b17b-f20003a9e57e
"POLYGON ((79594.428 454205.785,79584.769 454201.409,79588.848 454191.388,79598.651 454195.802,79594.428 454205.785))";"0518100000346164";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346164;"1904";Pand in gebruik;woonfunctie;"94";"110";"3";pand.9fe6eee1-5f26-4849-9d75-1f81b1d15ee2
"POLYGON ((80394.077 454178.537,80389.945 454176.095,80395.267 454167.073,80399.401 454169.512,80394.077 454178.537))";"0518100000346252";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346252;"1997";Pand in gebruik;woonfunctie;"117";"117";"1";pand.fc060140-6e6f-4b7b-ab80-eac051ce7655
"POLYGON ((80609.106 454941.463,80611.442 454937.225,80615.945 454939.707,80613.609 454943.945,80609.106 454941.463))";"0518100000349053";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000349053;"1987";Pand in gebruik;;;;"0";pand.6791c991-221f-489a-8042-aa728aaa79bf
"POLYGON ((80332.144 454360.272,80331.204 454361.851,80325.274 454358.36,80326.57 454356.201,80328.269 454353.367,80334.076 454356.836,80332.144 454360.272))";"0518100000341402";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000341402;"1882";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"32";"55";"2";pand.37b8c00e-395c-4e88-a7ce-792b8b3f897b
"POLYGON ((80220.418 454795.003,80217.088 454800.0,80216.805 454800.425,80216.169 454800.0,80215.142 454799.314,80212.934 454797.862,80219.421 454787.997,80223.347 454790.609,80220.418 454795.003))";"0518100000345182";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000345182;"1981";Pand in gebruik;woonfunctie;"94";"94";"1";pand.d95a2ed2-c0af-412b-ac79-814ced1621de
"POLYGON ((79966.722 454782.431,79965.129 454785.511,79958.958 454782.462,79966.593 454767.355,79975.701 454765.38,79967.847 454780.319,79966.8 454779.767,79966.738 454780.504,79965.967 454781.935,79966.722 454782.431))";"0518100000347683";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000347683;"1916";Pand in gebruik;"industriefunctie,woonfunctie";"157";"420";"2";pand.61522cbf-778f-40f1-ba65-a7e9ff75ee36
"POLYGON ((79588.575 454375.549,79587.134 454374.839,79584.87 454373.723,79585.571 454372.399,79585.869 454371.802,79587.668 454372.698,79588.013 454372.006,79586.308 454371.156,79589.627 454364.65,79593.595 454366.828,79588.575 454375.549))";"0518100000346688";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346688;"1893";Pand in gebruik;woonfunctie;"129";"129";"1";pand.99de2422-d145-49fd-a451-6123cb89beff
"POLYGON ((80490.062 454723.109,80486.504 454720.905,80489.653 454715.759,80493.212 454717.969,80490.062 454723.109))";"0518100000343427";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343427;"1864";Pand in gebruik;woonfunctie;"44";"44";"1";pand.5f6188c6-f136-4372-a7ff-f7a7848d3975
"POLYGON ((79499.874 454436.393,79496.284 454434.605,79501.795 454424.639,79505.288 454426.426,79499.874 454436.393))";"0518100000344770";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344770;"1897";Pand in gebruik;woonfunctie;"70";"70";"1";pand.5adad37d-21e0-475f-bffe-37a6a3e392ac
"POLYGON ((80445.168 454208.703,80441.034 454206.263,80446.372 454197.213,80446.535 454197.309,80448.093 454194.591,80451.87 454196.917,80450.33 454199.548,80450.506 454199.652,80445.168 454208.703))";"0518100000346188";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346188;"1997";Pand in gebruik;woonfunctie;"117";"117";"1";pand.212d7f85-9593-4d91-99f5-e2fb67528831
"POLYGON ((80350.0 454928.569,80347.115 454932.964,80342.688 454930.02,80348.688 454921.197,80350.0 454922.073,80352.999 454924.093,80350.0 454928.569))";"0518100000343444";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343444;"1980";Pand in gebruik;woonfunctie;"98";"98";"1";pand.aee09c20-f43a-4932-992e-7d2be8bd80f3
"POLYGON ((79416.376 454811.868,79420.773 454815.259,79418.982 454817.582,79406.736 454808.211,79409.809 454804.196,79417.659 454810.204,79416.376 454811.868))";"0518100000338452";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338452;"1895";Pand in gebruik;woonfunctie;"53";"90";"2";pand.65ad6a04-9254-4d0b-8988-462cf1def647
"POLYGON ((79579.941 454449.024,79578.05 454452.764,79575.766 454453.061,79567.673 454448.92,79569.893 454444.665,79570.536 454445.06,79571.024 454444.179,79571.444 454444.404,79579.941 454449.024))";"0518100000343848";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343848;"1897";Pand in gebruik;woonfunctie;"110";"110";"1";pand.ff124d76-49e2-4105-855e-1d5e58a9a973
"POLYGON ((80459.538 454697.485,80457.302 454701.006,80452.167 454697.736,80454.403 454694.239,80459.538 454697.485))";"0518100000346710";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346710;"1864";Pand in gebruik;woonfunctie;"94";"94";"1";pand.4d17177b-2944-4008-a66f-80bbfadf2c30
"POLYGON ((79443.115 454377.89,79437.815 454376.925,79437.56 454378.324,79432.422 454377.381,79429.964 454390.973,79429.555 454393.236,79433.386 454393.937,79443.576 454395.801,79444.898 454388.394,79452.274 454389.713,79454.042 454379.876,79446.678 454378.533,79447.891 454371.899,79448.165 454370.401,79453.517 454371.374,79453.777 454369.973,79459.405 454370.991,79459.152 454372.388,79462.598 454373.018,79461.901 454378.067,79450.0 454399.132,79444.473 454409.011,79421.198 454404.818,79412.636 454403.187,79410.676 454402.814,79412.257 454394.919,79413.221 454390.193,79418.189 454391.105,79419.83 454382.168,79414.65 454381.217,79415.022 454379.191,79415.508 454376.038,79415.985 454372.939,79416.491 454370.112,79417.074 454370.218,79418.034 454364.931,79423.033 454365.838,79423.291 454364.419,79428.598 454365.395,79434.224 454366.413,79439.227 454367.326,79444.854 454368.348,79444.332 454371.212,79443.115 454377.89))";"0518100000343853";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343853;"1983";Pand in gebruik;bijeenkomstfunctie;"1601";"1601";"1";pand.4fdc1b06-9f20-487d-83f8-849f2ee6d7f9
"POLYGON ((79762.256 454098.226,79760.042 454096.902,79757.493 454095.47,79754.836 454093.976,79752.957 454092.878,79752.512 454092.618,79758.595 454082.025,79762.276 454084.14,79764.49 454085.413,79768.452 454087.691,79762.256 454098.226))";"0518100000343453";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343453;"1988";Pand in gebruik;woonfunctie;"98";"100";"4";pand.5d604e53-41a6-41d0-bc63-2802bd4d79df
"POLYGON ((79533.645 454347.6,79530.066 454345.746,79530.729 454344.62,79532.313 454345.569,79533.247 454344.011,79531.662 454343.061,79535.897 454335.125,79539.247 454336.968,79533.645 454347.6))";"0518100000338458";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338458;"1893";Pand in gebruik;woonfunctie;"66";"66";"1";pand.1bf2d6d7-06ce-4065-9647-5ec33de13270
"POLYGON ((80111.018 454210.328,80108.326 454205.044,80118.068 454200.114,80119.23 454202.442,80126.521 454198.636,80128.032 454201.496,80111.018 454210.328))";"0518100000343460";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343460;"1898";Pand in gebruik;woonfunctie;"36";"70";"3";pand.044d4e66-f756-4697-b28d-8ea75dd8f4eb
"POLYGON ((79477.979 454129.892,79472.873 454133.479,79461.593 454117.088,79461.36 454116.76,79461.685 454116.572,79458.659 454112.26,79463.638 454108.741,79464.06 454109.325,79466.944 454113.499,79464.648 454115.028,79468.196 454120.085,79470.307 454118.531,79477.979 454129.892))";"0518100000345680";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000345680;"1902";Pand in gebruik;"winkelfunctie,woonfunctie";"70";"103";"3";pand.bf24e4df-fb72-4529-bb10-38cce9b549c6
"POLYGON ((79589.351 454404.965,79588.573 454406.524,79586.522 454405.432,79585.037 454408.22,79583.319 454407.437,79579.718 454405.635,79585.053 454395.718,79592.151 454399.351,79589.351 454404.965))";"0518100000343463";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343463;"1897";Pand in gebruik;woonfunctie;"119";"119";"1";pand.758386e7-6799-4671-bfb5-4be0156b6866
"POLYGON ((79450.198 454752.209,79445.794 454749.357,79449.913 454743.569,79451.527 454741.075,79455.81 454743.85,79450.198 454752.209))";"0518100000347728";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000347728;"1896";Pand in gebruik;woonfunctie;"80";"80";"1";pand.840b461a-aaa3-4e26-b6d7-8180b9fa44e9
"POLYGON ((80056.841 454438.709,80050.863 454436.682,80054.847 454424.653,80055.097 454424.735,80057.498 454425.521,80060.903 454415.275,80064.316 454416.467,80064.15 454416.889,80061.461 454424.841,80060.852 454426.684,80056.841 454438.709))";"0518100000343880";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000343880;"1933";Pand in gebruik;woonfunctie;"74";"124";"3";pand.47e6c331-1eb0-46b9-b0a4-86961758e88d
"POLYGON ((80377.907 454396.833,80375.272 454401.915,80371.544 454399.651,80369.315 454403.571,80366.614 454401.99,80367.984 454399.576,80365.61 454398.228,80364.24 454400.642,80362.244 454399.569,80361.469 454399.122,80364.627 454393.237,80361.257 454391.437,80362.992 454388.228,80364.822 454384.842,80378.766 454392.392,80379.292 454394.161,80377.907 454396.833))";"0518100000346748";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346748;"1902";Pand in gebruik;"winkelfunctie,woonfunctie";"53";"107";"6";pand.dfb142d3-599a-45c7-9606-33a5996e51f7
"POLYGON ((79601.758 454117.52,79606.254 454107.745,79609.184 454109.093,79610.863 454105.445,79614.044 454106.909,79607.864 454120.345,79601.758 454117.52))";"0518100000346251";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000346251;"1901";Sloopvergunning verleend;woonfunctie;"59";"124";"2";pand.b8e38682-fc76-4676-8c6a-dc7d50e3f19d
"POLYGON ((80575.72 454707.166,80575.936 454708.427,80576.037 454708.474,80574.592 454710.626,80574.862 454712.052,80575.519 454712.483,80574.523 454714.252,80568.719 454710.72,80572.089 454705.507,80571.374 454705.096,80577.035 454696.381,80580.905 454699.447,80575.72 454707.166))";"0518100000344834";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000344834;"1925";Pand in gebruik;"bijeenkomstfunctie,woonfunctie";"73";"156";"2";pand.4fe720f6-97dc-4177-8fd6-611a9ad16bad
"POLYGON ((79463.585 454451.781,79462.652 454453.47,79461.78 454455.048,79452.282 454450.825,79452.582 454450.284,79452.678 454450.337,79454.396 454447.137,79463.585 454451.781))";"0518100000338484";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000338484;"1923";Pand in gebruik;woonfunctie;"59";"59";"1";pand.fe910950-f630-4088-8673-08f4842dc5a4
