WKT;full_id;osm_id;osm_type;highway;surface:lanes:forward;surface:lanes:backward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;parking:condition:right;canoe;taxi;bus:lanes:forward;access:lanes:forward;embankment;emergency;survey:date;oneway:psv;oneway:bus;alt_name;motorcar;hazard;office;parking:condition:both;temporary;surface:lanes;sidewalk:right;sidewalk:left;parking:lane:right:capacity;covered;tunnel;maxweight:signed;cycleway:lane;maxaxleload;year_of_construction;construction;traffic_sign:backward;oneway:motorcycle;moped;traffic_calming;wikimedia_commons;mofa;abutters;embedded_rails;bus;bicycle:forward;noexit;maxlength;psv;incline;horse;sidewalk:both;parking:lane:right;bicycle:backward;name:etymology:wikidata;bus:lanes:backward;access:lanes:backward;bridge;source:date;traffic_sign;short_name;parking:lane:both;parking:lane:left;maxweight:destination;maxweight;postal_code;old_name;description;noname;turn:lanes:backward;hgv;wikipedia;wikidata;service;url;source:maxspeed;cycleway:left:oneway;name:zh;turn:lanes:forward;sidewalk:left:surface;motor_vehicle;layer;mapillary;lanes:backward;image;source:width;sidewalk:right:surface;cycleway:both:lane;smoothness;width;sidewalk:both:surface;embedded_rails:lanes;bus:lanes;access:lanes;junction;cycleway:left:lane;cycleway:right:lane;lane_markings;cycleway:both;ele;cycleway:right;cycleway:left;maxheight;access;cycleway;maxspeed:type;turn:lanes;foot;sidewalk;lit;lanes:forward;lanes;bicycle;oneway:moped;oneway:mofa;cyclestreet;zone:traffic;surface;oneway:bicycle;oneway;maxspeed;name
"LINESTRING Z (88287.8298820083 453784.342232348 0,88292.8232292611 453793.63327826 0,88292.9925586052 453797.570030863 0,88292.3145390995 453800.70585368 0,88289.691721823 453803.533921976 0,88270.1642286856 453814.989580863 0,88249.8860745022 453827.223158824 0,88246.851598615 453827.987114373 0,88244.4687525576 453827.740887269 0,88242.3114034545 453826.412300714 0)";w7447864;"7447864";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Zaagbekstraat
"LINESTRING Z (88052.1831181626 453091.155403259 0,88034.0948591891 453061.399772507 0,88017.0082401993 453033.210789593 0,87980.3278755616 452971.503437456 0,87953.6593489799 452926.018480271 0,87938.0246803308 452899.267868355 0,87932.8856969829 452890.479847816 0,87931.8096798486 452886.466301926 0,87931.7010248259 452882.47310821 0,87935.4599448295 452872.819725241 0,87939.09524758 452864.681306559 0)";w7447866;"7447866";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"50";Brasemdam
"LINESTRING Z (87613.8832015474 453691.594194241 0,87607.9570603441 453700.63181262 0,87599.1102547726 453710.732682961 0,87581.6195812448 453730.72030796 0,87530.5237124171 453796.52895819 0,87478.7301214145 453851.242668473 0,87431.9763923441 453910.395054929 0,87407.832866348 453935.747925913 0,87406.957503289 453938.953322869 0)";w7447867;"7447867";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paving_stones;;;"30";Spireaveld
"LINESTRING Z (87910.2830102607 453271.000170517 0,87982.6971567986 453180.651404279 0,88052.1831181626 453091.155403259 0)";w7447877;"7447877";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Baarssingel
"LINESTRING Z (88017.0082401993 453033.210789593 0,87946.515744709 453121.318800717 0,87874.0291749031 453214.962705267 0)";w7447880;"7447880";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Ruisvoornvijver
"LINESTRING Z (88211.10382182 453472.229908804 0,88267.9101542052 453566.505383592 0,88273.0738176011 453575.693983671 0,88319.3966219147 453652.3626978 0)";w7447884;"7447884";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Smientstraat
"LINESTRING Z (87719.3440714766 453086.395069211 0,87706.5754518987 453084.509090904 0)";w7447888;"7447888";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";use_sidepath;;;;;;;yes;"50";Emmy Belinfantedreef
"LINESTRING Z (88451.4492529181 453458.985886839 0,88425.6606085437 453474.686156752 0,88401.934837504 453488.734401504 0)";w7447892;"7447892";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";
"LINESTRING Z (87874.0291749031 453214.962705267 0,87867.48209272 453223.296221802 0)";w7447894;"7447894";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"30";Spieringdam
"LINESTRING Z (87975.4175999834 452901.735361462 0,88000.738629643 452948.518188741 0)";w7447895;"7447895";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"50";Barbeeldam
"LINESTRING Z (88272.6313260543 452949.062113203 0,88240.8087808369 452897.012942741 0)";w7447896;"7447896";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;yes;"30";Leliekeverstraat
"LINESTRING Z (87867.48209272 453223.296221802 0,87860.715475271 453230.097155927 0)";w7447897;"7447897";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"30";Rietvoornvijver
"LINESTRING Z (87759.8826958319 453093.859033194 0,87763.2112231722 453094.526224767 0,87765.873544229 453095.124524077 0)";w7447899;"7447899";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"3";;;;;;;;;"50";Spieringdam
"LINESTRING Z (88202.9297777496 453283.144192556 0,88209.5320475365 453294.227303943 0,88255.2520933062 453371.715822069 0,88279.1249913626 453412.132425582 0)";w7447907;"7447907";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Parelduikersingel
"LINESTRING Z (88028.6419165992 453492.718156336 0,88035.4170789693 453503.898861117 0)";w7447914;"7447914";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Mosselsingel
"LINESTRING Z (88214.5439361967 453844.699505798 0,88164.6514812635 453901.572512351 0,88158.4126061712 453908.822186912 0,88111.3178891166 453963.55515134 0)";w7447915;"7447915";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Eidereendstraat
"LINESTRING Z (88540.9288410898 452875.03903208 0,88547.0349588028 452887.50896994 0)";w7447917;"7447917";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Houtkade
"LINESTRING Z (88036.4383447331 453008.202602523 0,88054.4431720622 453035.311096332 0,88072.6284684417 453065.655235415 0)";w7447926;"7447926";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"50";Barbeeldam
"LINESTRING Z (88279.1249913626 453412.132425582 0,88345.7325788069 453523.457782581 0,88370.0738683441 453564.13558691 0)";w7447941;"7447941";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Parelduikersingel
"LINESTRING Z (87831.5425295299 453143.843216204 0,87838.4524968915 453117.156028912 0,87842.1917770554 453102.006001067 0,87846.9283411415 453086.553219627 0,87851.5309677585 453073.372195557 0,87858.1396352958 453057.894179903 0,87865.1098763244 453042.778496035 0,87872.6851073716 453027.765938643 0,87882.0902802621 453011.126412495 0,87883.8252508106 453008.054178157 0,87895.7398181983 452990.835623898 0,87906.8995943984 452976.130886107 0,87922.4583601448 452957.539162963 0,87936.9267810522 452941.49917281 0,87953.6593489799 452926.018480271 0)";w7447946;"7447946";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Forelvijver
"LINESTRING Z (87711.0914497703 453547.027787167 0,87707.9860241216 453543.564692858 0,87706.2926721603 453540.560983178 0,87705.9056294081 453537.294818438 0,87706.5017627147 453532.69122782 0,87709.867265798 453526.981994915 0,87754.4109874592 453470.23231448 0,87760.3502591881 453463.141964703 0,87828.6296182656 453375.795384766 0,87896.5192865651 453289.378602746 0)";w7447948;"7447948";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Stekelbaarssingel
"LINESTRING Z (88181.8249359627 453308.541416235 0,88122.2730703652 453208.306208477 0,88067.6187401895 453116.963225483 0,88065.0157846541 453112.614108838 0)";w7447951;"7447951";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"50";Kokkelsingel
"LINESTRING Z (88547.0349588028 452887.50896994 0,88552.1711955987 452899.257465284 0,88558.2687994035 452913.663654937 0,88562.4005534792 452922.098544328 0,88567.4943300362 452929.641556789 0,88574.9663234859 452939.111227313 0,88580.4046626501 452945.236507402 0,88585.8396073066 452950.594064869 0,88594.9315041978 452958.106033653 0,88599.1420709883 452961.143231512 0,88608.0438701448 452966.232039138 0,88616.2693571335 452970.495342368 0,88624.2222356057 452973.860993493 0,88631.6264343768 452976.199145149 0,88639.6713677337 452978.239462458 0,88647.1625128005 452979.897721925 0,88653.562177594 452980.969669614 0,88660.7327941872 452982.765746056 0,88662.781745541 452983.66200187 0,88666.8979552386 452985.799213819 0,88671.4739709916 452988.987383496 0,88675.4994223181 452992.550086833 0,88679.1351412145 452996.718850512 0,88682.1026833454 453001.185821965 0,88684.2754225795 453006.74271426 0)";w7447953;"7447953";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Houtkade
"LINESTRING Z (87789.1242028818 453100.22956154 0,87787.5621142278 453107.972916144 0,87786.9170887975 453110.997091272 0,87771.6077525787 453182.529059075 0,87757.968934697 453246.193857919 0,87757.6412965695 453251.895404844 0,87755.8371847329 453256.4374102 0,87742.1988373977 453319.089685234 0,87738.3508773585 453333.773927221 0,87735.5571118417 453341.711978106 0,87730.2121328331 453356.249544813 0,87723.2955413707 453372.733359283 0,87717.3737619786 453384.674972118 0,87702.5355441291 453410.245523956 0,87700.3581788077 453415.070777544 0)";w7447954;"7447954";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;paving_stones;;;"30";Goudkarpersingel
"LINESTRING Z (87874.0291749031 453214.962705267 0,87891.4992246769 453242.578553737 0,87910.2830102607 453271.000170517 0)";w7447961;"7447961";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Spieringdam
"LINESTRING Z (88106.873668535 453597.586067311 0,88144.0066677609 453657.69703456 0,88150.4707077521 453668.214437327 0,88197.3752083189 453747.266577593 0,88203.221793826 453757.269354212 0,88241.7952390635 453825.76271878 0,88242.3114034545 453826.412300714 0)";w7447963;"7447963";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Nonnetjesingel
"LINESTRING Z (88326.5297876797 452741.819977075 0,88333.9605787966 452743.033494469 0)";w7447975;"7447975";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Graskarpersingel
"LINESTRING Z (87939.09524758 452864.681306559 0,87943.4093619971 452866.203267153 0,87948.2568323162 452867.094927427 0,87951.3747291241 452868.410459367 0,87954.8774298117 452870.288298126 0,87957.9389125759 452873.017745256 0,87975.4175999834 452901.735361462 0)";w7447986;"7447986";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;"50";Barbeeldam
"LINESTRING Z (88424.2885448747 452724.733706125 0,88412.1999178868 452726.041438291 0,88371.8926421215 452728.828278323 0,88355.0369490912 452751.141251231 0)";w7447997;"7447997";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Graskarpersingel
"LINESTRING Z (88385.3420277561 452834.879333773 0,88386.6167530458 452836.854042598 0,88387.3591141892 452839.025035093 0,88387.3541333448 452841.729001701 0,88386.9205700241 452843.67092761 0,88385.6681139869 452845.924241808 0,88375.6012133884 452858.365565024 0,88344.0918810582 452898.845040903 0,88342.2716183244 452901.717961629 0,88309.127487252 452941.462908593 0,88296.051584842 452958.117390314 0,88293.6981315601 452961.11987148 0)";w7448006;"7448006";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Waterspinhof
"LINESTRING Z (88359.0074236475 453095.462676408 0,88299.0733345464 452993.73947841 0,88300.9761443995 452986.281042289 0)";w7448008;"7448008";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;yes;"30";Leliekeverstraat
"LINESTRING Z (88355.0369490912 452751.141251231 0,88324.5271204026 452789.982893041 0,88302.0698687633 452818.568892216 0,88287.3485663074 452837.860311868 0,88261.7664991003 452870.716691265 0,88248.618258797 452887.605935369 0,88244.2713576794 452892.838342049 0,88240.8087808369 452897.012942741 0,88181.3955768257 452972.462037219 0,88179.2173564058 452975.228551796 0,88088.1232121368 453090.76131299 0)";w7448012;"7448012";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Bootsmansingel
"LINESTRING Z (88300.9761443995 452986.281042289 0,88309.0586224842 452988.553995151 0,88346.4246675474 453049.542379663 0,88367.9646683506 453084.705230573 0)";w7448019;"7448019";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;yes;"30";Leliekeverstraat
"LINESTRING Z (87570.5840792174 453149.295428399 0,87611.7803152678 453184.589520988 0,87631.9443772227 453201.853113026 0,87646.8141889805 453214.592868224 0,87650.9847713063 453220.222449192 0,87652.4303764168 453225.688602423 0,87651.5309262669 453231.698327142 0,87649.7483641105 453240.868994244 0,87648.0371265935 453248.213837267 0,87645.6385726191 453253.420430093 0,87642.0876931002 453257.09593315 0)";w7448025;"7448025";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;both;yes;;;;;;;;paving_stones;;;"30";Henriëtte van der Meydreef
"LINESTRING Z (88418.8376452699 452710.519315674 0,88420.0677273905 452715.30980068 0,88424.2885448747 452724.733706125 0,88428.2214701459 452734.172590939 0,88435.7486257496 452746.701290269 0,88438.6502012624 452750.824061325 0,88441.8384405259 452755.354707207 0,88444.5600876355 452758.845638606 0,88457.9772577268 452773.298538104 0,88460.5593902355 452775.589609402 0,88465.7582338791 452780.193548212 0,88478.3348278086 452789.750656552 0,88507.6109543993 452812.014531107 0,88517.4979341274 452823.054181893 0,88523.4759861761 452832.087510982 0,88529.3387219161 452842.246228988 0,88534.3392556318 452853.584813461 0,88539.7432157097 452866.887524651 0,88540.8718230589 452870.766965569 0,88541.3606793141 452872.963617652 0,88540.9288410898 452875.03903208 0)";w7448033;"7448033";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;use_sidepath;;;;;use_sidepath;;;;;;;;"50";Houtkade
"LINESTRING Z (87759.8826958319 453093.859033194 0,87752.7842869044 453094.3777309 0,87724.8904201842 453087.755534945 0,87719.3440714766 453086.395069211 0)";w7448036;"7448036";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"left;through|right";;;;;"2";use_sidepath;;;;;;;yes;"50";Spieringdam
"LINESTRING Z (87896.5192865651 453289.378602746 0,87878.2142613035 453258.825289956 0,87860.715475271 453230.097155927 0)";w7448037;"7448037";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;no;;;;no;yes;"30";Spieringdam
"LINESTRING Z (87816.4962649148 453285.22798529 0,87805.3330364257 453277.244654599 0)";w7448039;"7448039";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;"30";
"LINESTRING Z (88200.9675083259 453946.495112681 0,88154.8061461715 454000.781181922 0,88086.4681987251 454081.481272231 0)";w7448040;"7448040";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Krooneendstraat
"LINESTRING Z (88170.9908880866 453520.715203889 0,88216.4524277369 453596.927210109 0,88222.3914027342 453606.650590603 0,88230.8165049986 453620.735870099 0,88268.5987692526 453684.900451967 0,88274.8033048608 453695.009784244 0,88283.1899571208 453708.806357713 0,88301.7934778383 453739.423871159 0,88317.3759790345 453766.198531209 0)";w7448046;"7448046";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Brilduikerstraat
"LINESTRING Z (88407.0121212932 453188.956223824 0,88472.1462587776 453297.287483889 0,88517.5973504178 453372.923697205 0,88517.7349888141 453375.013766136 0,88516.9230885583 453377.383566384 0)";w7448052;"7448052";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Pleviersingel
"LINESTRING Z (88300.9761443995 452986.281042289 0,88298.0122758021 452981.090976959 0,88291.7598368393 452970.537166777 0)";w7448065;"7448065";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Glazenmakerhof
"LINESTRING Z (88184.85906527 453790.619143251 0,88121.1496212144 453863.901482634 0,88114.6876445037 453871.387880079 0,88067.5444429053 453926.077400451 0)";w7448067;"7448067";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Kuifeendstraat
"LINESTRING Z (88684.2754225795 453006.74271426 0,88684.8030655741 453011.342327709 0,88685.0236914895 453015.033603715 0,88684.7800497437 453019.3986921 0,88684.0149952008 453023.236621639 0,88683.0190562073 453026.732684704 0,88681.0338424442 453030.620247344 0,88678.3408037422 453034.91781628 0,88675.660528294 453038.113628672 0,88674.8035775367 453039.170995857 0,88671.3972115862 453041.920269254 0)";w7448068;"7448068";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Houtkade
"LINESTRING Z (87792.2699172212 453317.011515489 0,87790.7883761689 453321.571408591 0)";w7448076;"7448076";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Fintplantsoen
"LINESTRING Z (88248.618258797 452887.605935369 0,88275.4461541644 452931.354452705 0,88293.6981315601 452961.11987148 0)";w7448077;"7448077";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;yes;"30";Leliekeverstraat
"LINESTRING Z (88671.3972115862 453041.920269254 0,88661.4564163474 453044.801108216 0,88648.1128860537 453046.069364283 0,88645.6949213599 453046.301874905 0,88624.8923826714 453048.314974666 0,88598.8141972468 453052.790851719 0,88574.4111656323 453059.959544532 0,88551.3620025056 453068.356531946 0,88531.5301408673 453077.311544282 0,88524.8979406795 453080.905139035 0,88506.063551951 453091.104306863 0,88497.0710459032 453097.188563036 0,88484.8717959482 453106.064081741 0,88464.0563104633 453124.023254956 0,88449.4189743766 453138.283609193 0,88422.8931470835 453169.760902418 0,88415.8785144652 453178.07767789 0,88407.0121212932 453188.956223824 0,88380.7678292843 453220.418860463 0,88361.3017245429 453243.823865699 0,88338.6716999349 453271.143565706 0,88318.4570891052 453295.471196674 0,88306.4689571802 453309.807782485 0,88298.5443844577 453319.283019471 0,88276.6529156546 453345.880982795 0,88255.2520933062 453371.715822069 0)";w7448078;"7448078";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Watervogelstraat
"LINESTRING Z (88250.9847212944 453424.794019216 0,88227.7219427919 453386.928614702 0,88187.9138462362 453319.698152172 0,88181.8249359627 453308.541416235 0)";w7448084;"7448084";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Pijlstaartsingel
"LINESTRING Z (87805.3330364257 453277.244654599 0,87796.9854865199 453307.144808644 0,87792.2699172212 453317.011515489 0)";w7448085;"7448085";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Zalmforelvijver
"LINESTRING Z (88324.5271204026 452789.982893041 0,88365.3636984732 452820.124972942 0,88373.8150050857 452826.365495316 0,88385.3420277561 452834.879333773 0)";w7448092;"7448092";way;residential;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"30";Schrijvertjestraat
