WKT;full_id;osm_id;osm_type;highway;sidewalk:left:surface;sidewalk:right:surface;bicycle:backward;destination:lanes;covered;sidewalk:both:surface;cycleway:both;cycleway:left;bicycle:forward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;bus;oneway:bus;bus:lanes:forward;bus:lanes:backward;access:lanes:forward;access:lanes:backward;sidewalk:right;sidewalk:left;lanes:backward;destination:symbol:name;description;traffic_sign;placement:forward;destination:symbol;maxweight:signed;source:width;mapillary;image;embedded_rails:lanes;shoulder;mofa;motor_vehicle;loc_name;psv:lanes;carriageway_ref;voltage;cycleway;embedded_rails;tunnel;smoothness;change:lanes;wikidata;name:etymology:wikidata;placement;width;lane_markings;layer;bridge;priority_road;old_name;agricultural;destination:colour;destination;sidewalk;cycleway:right:lane;cycleway:right;operator;bus:lanes;access:lanes;zone:traffic;moped;turn:lanes:forward;turn:lanes:backward;ref;lanes:forward;destination:ref;destination:forward;destination:backward;maxheight;junction;turn:lanes;source:maxspeed;surface;oneway;old_ref;name;maxspeed;lit;lanes;foot;bicycle
"LINESTRING Z (79437.0869884629 456720.631389988 0,79428.8218395964 456699.469858907 0,79426.5819779304 456693.695282915 0,79400.9503958339 456616.714585152 0)";w328674806;"328674806";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Li;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;;;asphalt;yes;;Johan de Wittlaan;"50";;"2";;no
"LINESTRING Z (79328.3858787585 456321.067183891 0,79325.184937192 456284.572858588 0,79322.8753861001 456267.026394063 0,79321.6329582578 456259.70108261 0,79320.335707692 456254.179275391 0)";w328674807;"328674807";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Li;;;;;;;;;right_of:2;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;left|through|through;;asphalt;yes;;Johan de Wittlaan;"50";;"3";;no
"LINESTRING Z (79457.3274121919 456772.590280846 0,79453.1582645471 456761.626151159 0,79442.129790426 456733.607458725 0,79439.7945330464 456727.867708892 0,79437.0869884629 456720.631389988 0)";w328674808;"328674808";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Li;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;left|through|through|right;;asphalt;yes;;Johan de Wittlaan;"50";;"4";;no
"LINESTRING Z (79418.8196335465 456617.667087805 0,79432.2064387976 456656.977795657 0,79442.0191385906 456684.358405906 0,79443.4364005266 456688.32055752 0,79446.6528301692 456698.375559401 0,79451.9052334898 456712.51685142 0)";w328674809;"328674809";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Re;;;;;;;;;right_of:2;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;"left|through|through;right";;asphalt;yes;;Johan de Wittlaan;"50";;"3";;no
"LINESTRING Z (79542.5482153924 456915.387989194 0,79549.3812731669 456924.876321535 0,79555.5921941471 456932.660449741 0,79560.9149401083 456938.822299596 0,79566.9731991662 456945.128786945 0,79568.3171919877 456947.434072062 0,79576.8767048871 456954.626230409 0)";w328674810;"328674810";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Re;;;;;;;;;middle_of:3;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;"left|through|through|through;right";;asphalt;yes;;Johan de Wittlaan;"50";yes;"4";;no
"LINESTRING Z (78790.1727799162 455869.93506029 0,78756.8722143602 455848.11212638 0)";w328674812;"328674812";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;left_of:1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;"left;through|through|right";;S200;"3";;;;;;;;asphalt;;;President Kennedylaan;"50";;"5";;no
"LINESTRING Z (78928.2679387266 455959.112618423 0,78832.5622050514 455897.984056731 0)";w328674813;"328674813";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;;;asphalt;;;President Kennedylaan;"50";;"4";;no
"LINESTRING Z (78631.5150328728 455765.653939556 0,78640.2842443534 455771.995623664 0)";w328674814;"328674814";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;right_of:2;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;;;asphalt;yes;;President Kennedylaan;"50";;"3";;use_sidepath
"LINESTRING Z (79257.307569082 456169.044267429 0,79249.3130739189 456163.51316774 0,79211.3701988983 456139.065069192 0)";w328674815;"328674815";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;use_sidepath;;;S200;;;;;;;;;asphalt;;;President Kennedylaan;"50";;"4";use_sidepath;use_sidepath
"LINESTRING Z (79289.2360386118 456190.179189277 0,79298.0453563825 456194.307003877 0,79305.1115372831 456198.750672612 0,79312.5749382857 456206.326288941 0)";w328674816;"328674816";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Re;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;;;asphalt;yes;;President Kennedylaan;"50";;"2";;no
"LINESTRING Z (79289.2360386118 456190.179189277 0,79280.9931209993 456184.08431317 0,79272.7073817085 456178.780161295 0,79257.307569082 456169.044267429 0)";w328674817;"328674817";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;;;asphalt;;;President Kennedylaan;"50";;"4";;no
"LINESTRING Z (78707.2305714218 455824.626002039 0,78700.7401839002 455820.697331691 0,78696.7339292508 455818.277311238 0,78689.6548295821 455813.957089325 0)";w328674818;"328674818";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;left|none|none|none;;asphalt;yes;;President Kennedylaan;"50";;"4";;use_sidepath
"LINESTRING Z (79056.4002743581 456040.356222868 0,79046.0032602429 456033.738228005 0,79020.0480129423 456017.398624957 0,79007.6142841547 456009.387479646 0,78999.6938485397 456004.701338343 0)";w328674820;"328674820";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;excellent;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;use_sidepath;"through|through;right";;S200;;;;;;;;;asphalt;;;President Kennedylaan;"50";yes;"4";use_sidepath;use_sidepath
"LINESTRING Z (78756.8722143602 455848.11212638 0,78736.6304506366 455842.391181695 0,78725.8157220133 455835.858137039 0,78718.5850421763 455831.484560515 0,78714.6134138467 455829.086250331 0,78707.2305714218 455824.626002039 0)";w328674821;"328674821";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;left|through|through|right;;asphalt;yes;;President Kennedylaan;"50";;"4";;use_sidepath
"LINESTRING Z (79312.5749382857 456206.326288941 0,79319.8376381548 456216.030339181 0,79325.9551824263 456224.805972985 0,79331.6906304985 456234.600036385 0,79334.2959447243 456240.046313478 0,79336.5323785124 456244.674760319 0,79338.7695690158 456249.803938219 0)";w328674822;"328674822";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Re;;;;;;;;;right_of:1;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;through|through|right;;asphalt;yes;;President Kennedylaan;"50";;"3";;no
"LINESTRING Z (79612.5664032399 456979.255796337 0,79641.511839386 456995.286010779 0,79646.8165942718 456998.009796831 0,79654.4515067476 457002.089239684 0)";w328674825;"328674825";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Re;;;;;;;;;middle_of:3;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;left|merge_to_right|through|through;;asphalt;yes;;Professor B. M. Teldersweg;"50";;"4";;no
"LINESTRING Z (79639.5250209829 457026.996363943 0,79632.0530616134 457022.814326885 0,79615.3882969978 457012.150699534 0,79610.1569322199 457008.390968448 0)";w328674826;"328674826";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Li;;;;;;;;;right_of:1;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;"left;through|through|right";;asphalt;yes;;Professor B. M. Teldersweg;"50";;"3";;no
"LINESTRING Z (79610.1569322199 457008.390968448 0,79585.0559493911 456991.43469299 0,79581.4733512424 456988.840645786 0,79577.5197322105 456986.18546142 0,79572.6572006518 456982.798514282 0,79569.8139909799 456980.60498399 0,79562.1564678073 456974.589810751 0)";w328674828;"328674828";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Li;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;left|through|through|right;;asphalt;yes;;Professor B. M. Teldersweg;"50";;"4";;no
"LINESTRING Z (78542.2290564778 455591.898717278 0,78572.8551674623 455666.606381879 0,78590.9734142827 455712.552232005 0,78598.7813214474 455727.265446915 0,78603.9624973814 455735.208903123 0,78612.110159252 455745.265578226 0,78615.4734214359 455748.663505804 0,78619.0330215752 455752.347739571 0,78631.5150328728 455765.653939556 0)";w328674829;"328674829";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;right_of:2;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;left|through|through;;asphalt;yes;;Segbroeklaan;"50";yes;"3";;use_sidepath
"LINESTRING Z (80904.8365831068 457106.843663034 0,80920.3913044553 457091.968131886 0)";w330360908;"330360908";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;left|through|through;;asphalt;yes;;Plesmanweg;"50";;"3";;use_sidepath
"LINESTRING Z (80914.2516279349 457107.671512649 0,80900.0347304458 457119.878779633 0,80889.8430780027 457127.641860789 0,80859.5091002275 457148.234776954 0,80843.0260602643 457157.360281104 0)";w330360909;"330360909";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Plesmanweg;"50";yes;"2";;use_sidepath
"LINESTRING Z (84801.1439059638 450983.076889085 0,84809.1108868056 450976.31052468 0)";w332201764;"332201764";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;left|through;;asphalt;yes;;Laan van Hoornwijck;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (82337.4393966802 453701.54032059 0,82367.7480104554 453720.582143373 0,82397.9938304901 453740.036777018 0,82402.023678114 453742.681970585 0,82406.4019424452 453744.765715797 0,82411.8196487339 453748.058324417 0)";w339333105;"339333105";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S100;;;;;;;"left|through|through|through;right";NL:urban;asphalt;yes;;Neherkade;"50";yes;"4";;no
"LINESTRING Z (82261.0022298018 453671.110328165 0,82084.175533492 453557.259679819 0)";w339333106;"339333106";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;asphalt;yes;;Neherkade;"50";;"2";;no
"LINESTRING Z (81838.0379657346 453346.823361366 0,81903.8364770588 453407.936848245 0,81972.1209348611 453467.045158677 0)";w339333108;"339333108";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;;yes;;Neherkade;"50";;"2";;no
"LINESTRING Z (81601.8237337525 453145.16566451 0,81590.4281391933 453132.848675105 0,81571.4986533546 453116.147324097 0,81565.6759703677 453111.058936236 0,81562.3276115678 453108.181803438 0,81556.738912859 453103.61296447 0)";w339333110;"339333110";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S100;;;;;;;left|through|through|right;NL:urban;asphalt;yes;;Neherkade;"50";;"4";;no
"LINESTRING Z (81964.9707618328 453471.923712958 0,81902.7165859976 453416.677198113 0,81822.5760695089 453348.018681547 0)";w339351175;"339351175";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;;yes;;Neherkade;"50";;"2";;no
"LINESTRING Z (82088.1720117612 453550.580328884 0,82225.734114534 453635.617415264 0,82271.9904585383 453662.782262953 0)";w339351176;"339351176";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;asphalt;yes;;Neherkade;"50";;"2";;no
"LINESTRING Z (82084.175533492 453557.259679819 0,82027.3355731427 453516.564922069 0,82005.4008448731 453500.506899047 0,81979.0910544326 453482.62147406 0,81964.9707618328 453471.923712958 0)";w339351177;"339351177";way;secondary;;;;;;;;;;;;;;;;;;;;;;;NL:C14;;;;;;;;;;;;;;;;;yes;;;;;;;;"-1";;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;asphalt;yes;;Neherkade;"50";;"2";;no
"LINESTRING Z (81972.1209348611 453467.045158677 0,81978.3471724176 453472.584314271 0,82008.3672878245 453493.742438817 0,82031.9453649436 453509.620605167 0,82088.1720117612 453550.580328884 0)";w339351178;"339351178";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;"-1";;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;;yes;;Neherkade;"50";;"2";;no
"LINESTRING Z (82200.092688403 454158.046749907 0,82178.7239370231 454195.447055329 0)";w342769933;"342769933";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;yes;;;;;;;;"-1";;;;;;;;;;;;;;;;;;;;;;"4.0";;;;asphalt;yes;;Rijswijkseweg;"50";yes;"1";;use_sidepath
"LINESTRING Z (82190.5258999794 454150.486491155 0,82194.7313148294 454143.114256618 0,82195.6290633029 454136.981038014 0)";w342769934;"342769934";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Rijswijkseweg;"50";yes;"1";;use_sidepath
"LINESTRING Z (82164.2296074814 454222.287075358 0,82137.2554610769 454273.022376151 0,82133.1713528651 454280.704456787 0,82131.3195517398 454284.425875181 0,82129.547903911 454288.001464208 0,82126.597295429 454295.355388441 0,82124.1300710623 454306.218508007 0,82123.0950678328 454310.462088286 0)";w342769935;"342769935";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;through|slight_right|slight_right;;asphalt;yes;;Rijswijkseweg;"50";yes;"3";;use_sidepath
"LINESTRING Z (81286.4914327319 453383.100124759 0,81281.5116980319 453384.453513615 0)";w343048057;"343048057";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;De Put;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S100;;;;;"4.0";;"left|through|through;right";NL:urban;asphalt;yes;;Calandstraat;"50";yes;"3";;no
"LINESTRING Z (81277.4600920491 453369.74736757 0,81284.1000000912 453365.643166462 0,81323.0974318691 453342.499435217 0)";w343048059;"343048059";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;De Put;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S100;;;;;"4.0";;"left|through|through;right";NL:urban;asphalt;yes;;Calandstraat;"50";yes;"3";;no
"LINESTRING Z (81046.846371747 452402.263130871 0,81075.2473853601 452400.984641885 0,81078.6038775916 452401.123984821 0,81089.7243804517 452403.028634303 0,81095.2137194684 452407.754226703 0)";w343281401;"343281401";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S105;;;;;;;;NL:urban;asphalt;yes;;Hildebrandplein;"50";yes;"1";use_sidepath;use_sidepath
"LINESTRING Z (81047.4851447003 452409.709038957 0,81040.2071436565 452411.107906809 0,81003.2467031043 452412.947743419 0,80996.4802700009 452413.226328641 0)";w343281404;"343281404";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;left;;S105;;;;;default;;;NL:urban;asphalt;;;Hildebrandplein;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (81047.5228744149 452416.407205753 0,81041.1093536157 452416.891911293 0,81003.6084820977 452419.752370623 0,80996.9552615459 452420.26294975 0)";w343281407;"343281407";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;S105;;;;;default;;through;NL:urban;asphalt;yes;;Hildebrandplein;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (80995.9735461428 452405.900865322 0,81002.9084698411 452405.419481828 0,81039.8185643215 452402.957254102 0,81046.846371747 452402.263130871 0)";w343281412;"343281412";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;S105;;;;;default;;;NL:urban;asphalt;yes;;Hildebrandplein;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (80988.3985111946 452420.545895907 0,80972.8056396258 452429.267908933 0,80965.2693453471 452434.053473892 0,80962.8732848 452435.301988492 0,80950.2647822562 452442.199312778 0)";w343281422;"343281422";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S105;;;;;;;left|left|through;NL:urban;asphalt;yes;;Hildebrandplein;"50";yes;"3";use_sidepath;use_sidepath
"LINESTRING Z (81068.4878038154 452409.11900871 0,81076.2391210793 452407.256930842 0,81082.9228584332 452406.49007377 0,81091.3206384177 452407.511561705 0,81095.2137194684 452407.754226703 0)";w343281427;"343281427";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S105;;;;;;;;NL:urban;asphalt;yes;;Hildebrandplein;"50";yes;"1";use_sidepath;use_sidepath
"LINESTRING Z (85112.3196320882 456244.820507382 0,85139.1443518555 456208.001697975 0)";w343743695;"343743695";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;;;;;;default;;"left|through|through;right";;asphalt;yes;;Hofzichtlaan;"50";;"3";;use_sidepath
"LINESTRING Z (85156.0333906549 456220.204938076 0,85129.6585868908 456257.340030289 0)";w343743710;"343743710";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1";;;;;;;;;;;;;;;;;;;;;;default;;;;asphalt;yes;;Hofzichtlaan;"50";;"2";;use_sidepath
"LINESTRING Z (85085.8385802494 456322.160444356 0,85079.0150604601 456331.169349031 0,85076.2978124481 456334.857310625 0,85075.7384114958 456335.53281418 0)";w343743711;"343743711";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|through|through;;asphalt;yes;;Hofzichtlaan;"50";;"3";;use_sidepath
"LINESTRING Z (83456.6982297159 454180.375528397 0,83339.7177523195 454213.00349778 0,83332.8402895907 454214.927404628 0,83324.057450622 454217.390617092 0)";w350410811;"350410811";way;secondary;;;;;;;;;;;;;;;;;;;;;;eindstadium van een ster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S108;;;;;;;left|through;;;yes;;Supernovaweg;"50";;"2";;use_sidepath
"LINESTRING Z (84183.9173941348 453797.221506003 0,84226.672552052 453825.500068348 0,84229.8226790035 453827.602861878 0)";w364388781;"364388781";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Voorburg;Leidschendam";;;;;;;;;;;S108;;;;;default;;;;;yes;;Maanweg;"50";;"2";no;no
"LINESTRING Z (83674.5944350971 454061.345834422 0,83755.8070648429 454014.938968449 0,83761.795309077 454011.2257469 0,83777.7341882397 454001.316866608 0)";w366353278;"366353278";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S108;;;;;;;"through|through;right";;asphalt;yes;;Wegastraat;"50";;"2";;use_sidepath
"LINESTRING Z (84047.722351158 453815.907438976 0,84042.7467450799 453824.301615165 0,84038.7467500271 453829.454958076 0,84011.8758884767 453859.091870356 0,84008.1473811633 453863.562599302 0,83995.6165306719 453876.404242832 0,83986.0612992324 453884.874929649 0,83972.4812426818 453895.305838004 0,83952.9922575151 453907.334433921 0,83935.873952501 453917.292958591 0,83874.4975929509 453954.155396209 0)";w366353280;"366353280";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S108;;;;;;;;;asphalt;yes;;Regulusweg;"50";;"1";;use_sidepath
"LINESTRING Z (82790.6218270493 454281.961517432 0,82808.6256852768 454290.746951979 0)";w367707918;"367707918";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S108;;;;;;;left|through;;;yes;;Supernovaweg;"50";;"2";;use_sidepath
"LINESTRING Z (83781.0576168972 454007.378240302 0,83764.8698754631 454016.667539117 0,83681.0292829119 454065.359635759 0,83566.9707240245 454130.810584775 0)";w369638256;"369638256";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S108;;;;;;;;;;yes;;Wegastraat;"50";;"1";;use_sidepath
"LINESTRING Z (83317.2510274641 454209.00956254 0,83325.8014234623 454206.594194837 0,83330.3757146683 454205.204171946 0,83470.7329634225 454167.355088506 0)";w369914404;"369914404";way;secondary;;;;;;;;;;;;;;;;;;;;;;eindstadium van een ster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S108;;;;;;;;;;yes;;Supernovaweg;"50";;"1";;use_sidepath
"LINESTRING Z (79271.1387209545 453149.668610371 0,79270.6430478676 453141.430640076 0)";w370966809;"370966809";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";yes;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;left|left|slight_right|slight_right|right;;;yes;;Soestdijksekade;"50";;"5";use_sidepath;use_sidepath
"LINESTRING Z (79288.1257870782 453148.620217149 0,79289.595470644 453158.668294789 0,79292.9913973146 453165.037249541 0)";w370966811;"370966811";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;;through|right;;asphalt;yes;;Soestdijksekade;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (82661.848018117 453874.898908897 0,82677.9806252582 453878.436698383 0)";w371286936;"371286936";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;"1";yes;;;;;;;;;;;;;;;;S100;;;;;;;;NL:urban;asphalt;yes;;Mercuriusweg;"50";yes;"2";;no
"LINESTRING Z (81808.2014560697 457961.825560638 0,81784.1548757119 457943.02909826 0,81762.407214027 457922.618784003 0,81759.7946703487 457920.164697991 0,81757.9533291502 457917.966314938 0,81751.0411069386 457909.700235283 0)";w390794505;"390794505";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|through|right;;asphalt;yes;;Oude Waalsdorperweg;"50";yes;"3";;use_sidepath
"LINESTRING Z (76443.8738247419 451225.291599404 0,76444.6987310293 451226.257823263 0,76451.5350653441 451234.228688569 0,76453.6317979872 451236.654835696 0,76470.6009001171 451254.525351412 0)";w391077988;"391077988";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S104;;;;;;;;NL:urban;asphalt;yes;;Escamplaan;"50";yes;"2";;use_sidepath
"LINESTRING Z (79292.9913973146 453165.037249541 0,79295.2415252103 453168.675125143 0,79297.4104696327 453171.935899624 0,79298.9379806538 453179.924505302 0)";w416925668;"416925668";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;roundabout;through|right;;;yes;;Soestdijkseplein;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (79298.9379806538 453179.924505302 0,79298.4943439464 453182.323672038 0,79296.9186475548 453186.954432125 0,79294.9013232292 453190.056306863 0,79290.2506784865 453193.187096374 0)";w416925671;"416925671";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;S106;;;;;;roundabout;;;;yes;;Soestdijkseplein;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (75372.8156246058 452892.023146534 0,75380.2077033284 452857.130833966 0)";w430464383;"430464383";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;NL:urban;;;;S200;;;;;;;;;asphalt;yes;;Ockenburghstraat;"50";;"2";;no
"LINESTRING Z (87276.7242986859 452078.830144261 0,87261.557591613 452047.602084038 0,87253.0968909887 452034.82074754 0,87243.2193276527 452024.795989346 0,87231.7226857963 452018.799069296 0,87213.6709298812 452014.037488429 0,87195.9260947486 452014.69073735 0,87178.3595616185 452019.36966594 0,87164.8608069593 452027.053230699 0)";w445359450;"445359450";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q106631266;Q154952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Koning Willem-Alexanderviaduct;"50";yes;"2";;no
"LINESTRING Z (87351.6502106115 452092.599914947 0,87315.8231692137 452102.355624676 0)";w445359451;"445359451";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;left|through;;;yes;;Ypenburgse Stationsweg;"50";;"2";use_sidepath;use_sidepath
