WKT;full_id;osm_id;osm_type;highway;sidewalk:left:surface;sidewalk:right:surface;bicycle:backward;destination:lanes;covered;sidewalk:both:surface;cycleway:both;cycleway:left;bicycle:forward;embedded_rails:lanes:forward;embedded_rails:lanes:backward;bus;oneway:bus;bus:lanes:forward;bus:lanes:backward;access:lanes:forward;access:lanes:backward;sidewalk:right;sidewalk:left;lanes:backward;destination:symbol:name;description;traffic_sign;placement:forward;destination:symbol;maxweight:signed;source:width;mapillary;image;embedded_rails:lanes;shoulder;mofa;motor_vehicle;loc_name;psv:lanes;carriageway_ref;voltage;cycleway;embedded_rails;tunnel;smoothness;change:lanes;wikidata;name:etymology:wikidata;placement;width;lane_markings;layer;bridge;priority_road;old_name;agricultural;destination:colour;destination;sidewalk;cycleway:right:lane;cycleway:right;operator;bus:lanes;access:lanes;zone:traffic;moped;turn:lanes:forward;turn:lanes:backward;ref;lanes:forward;destination:ref;destination:forward;destination:backward;maxheight;junction;turn:lanes;source:maxspeed;surface;oneway;old_ref;name;maxspeed;lit;lanes;foot;bicycle
"LINESTRING Z (88809.7528794797 452586.692548897 0,88820.8173463919 452584.676136012 0,88906.0752277647 452571.125948817 0,88977.5344691632 452562.355657456 0,89048.2174108049 452556.066899797 0,89138.9101459919 452552.474284789 0,89213.103277444 452552.784343536 0,89327.1452567402 452556.508834113 0,89431.4708442578 452565.693745544 0,89516.9990670795 452575.183614435 0)";w7447654;"7447654";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;N469;Leidschendamseweg;"80";no;"1";no;no
"LINESTRING Z (89882.1793379903 452653.83713989 0,89816.3663070906 452637.017217432 0,89736.7605689957 452619.778037228 0,89660.0235080534 452604.271689894 0,89641.1172129344 452601.459840688 0,89635.1038239365 452600.57071039 0,89570.4290862447 452590.114906549 0,89497.4381432707 452579.980734191 0,89390.5796466561 452568.535632182 0,89334.8247769091 452565.142353581 0,89259.135340599 452561.100397665 0,89128.1304612062 452560.99558991 0,89090.3586025822 452561.640020108 0,89045.4958640682 452564.470546071 0,88998.6942793441 452567.471826265 0,88905.5455060476 452578.243219451 0,88877.5893806473 452583.031817631 0,88822.226715027 452592.145971334 0,88813.8661231286 452593.748120921 0)";w7447656;"7447656";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;N469;Leidschendamseweg;"80";no;"1";no;no
"LINESTRING Z (87756.2279394826 452967.970875105 0,87747.8854346155 452989.125056328 0,87732.249762224 453034.968863353 0,87726.4950332765 453055.754310936 0,87724.3025691495 453064.5521592 0,87721.1987981608 453076.967531837 0)";w7448232;"7448232";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|through|through|right;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"4";no;no
"LINESTRING Z (88408.0094716637 452674.267176009 0,88403.0167276095 452672.264293787 0,88398.8758792044 452668.825746612 0,88395.9892926274 452664.291092525 0,88394.645284049 452659.19057661 0,88394.8970709201 452653.912936396 0,88396.7710350653 452648.891778491 0,88400.0961670561 452644.674622587 0,88404.5486468326 452641.666379781 0,88409.7141592015 452640.17302658 0,88415.0867045616 452640.312602463 0,88420.1656526615 452642.091801482 0,88424.4547036384 452645.328096186 0,88427.5450769475 452649.715388994 0)";w7448233;"7448233";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;;asphalt;;;;"50";yes;"1";;no
"LINESTRING Z (88427.5450769475 452649.715388994 0,88442.4375891379 452647.769354448 0,88809.7528794797 452586.692548897 0)";w7448234;"7448234";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"1";no;no
"LINESTRING Z (88813.8661231286 452593.748120921 0,88514.3770524494 452644.271362406 0,88443.7326948939 452655.885995053 0,88429.1670868645 452659.708145304 0)";w7448238;"7448238";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"1";no;no
"LINESTRING Z (87987.5530446859 452712.30990198 0,88038.921722673 452689.46468537 0,88082.461386066 452677.095730195 0,88126.6377507525 452671.773233585 0,88382.7738515429 452654.69822328 0,88394.8970709201 452653.912936396 0)";w7448240;"7448240";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"1";no;no
"LINESTRING Z (87719.3440714766 453086.395069211 0,87715.6999978713 453104.503741501 0,87674.0762528857 453311.475840153 0,87659.6240380971 453344.796953739 0,87646.7188091586 453369.774042227 0,87629.1861643803 453395.381269029 0,87606.7725787859 453419.096241788 0)";w7448248;"7448248";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"2";no;no
"LINESTRING Z (88395.9892926274 452664.291092525 0,88384.5620504945 452663.77631651 0,88166.5657078964 452678.002510039 0,88116.2842107705 452681.748700943 0,88073.8563798078 452690.597358119 0,88035.146788898 452702.033516129 0,88000.7911801735 452716.40460483 0,87974.6854675353 452730.141907203 0,87952.721920161 452745.347998836 0,87916.5150098216 452772.963693176 0,87908.2399782262 452780.875331116 0,87900.9685542315 452788.439644345 0)";w7448249;"7448249";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"1";no;no
"LINESTRING Z (87876.9071014465 452800.625502537 0,87875.7812185612 452796.479114173 0,87875.8274775954 452793.296117243 0,87876.9351360502 452789.475690744 0,87879.0990696214 452786.164003984 0,87880.9482732236 452784.43661989 0,87883.0768838459 452783.083794596 0,87886.7775552158 452781.83218109 0,87890.8158329432 452781.710992687 0,87894.6433993223 452782.749873717 0,87898.3592577222 452785.170033117 0,87900.9685542315 452788.439644345 0,87902.0940034892 452791.02823887 0,87902.6592213677 452793.780163014 0,87902.6777361042 452796.172256916 0,87902.2774836724 452798.536612044 0,87900.9826642297 452801.703051097 0,87899.0427387361 452804.332951778 0)";w7448251;"7448251";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;;;;;;"50";;"1";;no
"LINESTRING Z (87730.4099203589 452997.272549237 0,87743.6630742058 452962.910796901 0,87754.9071111799 452940.760486307 0,87782.7884151146 452897.110409237 0,87818.9609474329 452852.324929603 0)";w7448255;"7448255";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;asphalt;yes;N469;Zoetermeerse Rijweg;"50";yes;"1";no;no
"LINESTRING Z (87065.3225869164 452404.754171841 0,87067.5554571849 452407.527768523 0,87069.1219877832 452410.73328924 0,87069.773037552 452413.706499488 0,87069.7846104935 452419.080781699 0,87068.1531612253 452423.687444423 0,87064.8227368952 452427.950086411 0,87060.2599052479 452430.87202464 0,87054.9811803482 452432.101271945 0,87050.8480064201 452431.823848763 0,87046.92688207 452430.497578156 0,87043.4796303035 452428.20790442 0,87040.0969369414 452424.114744582 0,87038.2456403375 452419.143893021 0,87038.1185067615 452413.849077768 0)";w7466542;"7466542";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;;;;;;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (86965.4100715428 452470.733827757 0,86918.1228225061 452500.945079798 0,86881.4056682624 452527.596140118 0,86854.5655804825 452548.682227604 0,86816.9419964813 452581.221352234 0,86793.75424885 452602.001846529 0,86770.161476326 452625.247117956 0)";w7466546;"7466546";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Donau;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (86736.7700851627 453933.26580991 0,86813.6235741226 453998.542001373 0,86832.4827867355 454015.185987984 0)";w7466706;"7466706";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;asphalt;;;Donau;"50";yes;"2";use_sidepath;use_sidepath
"LINESTRING Z (86427.6055787632 453037.120294145 0,86425.4491520138 453038.908096434 0,86419.9910520919 453041.498025907 0,86413.8403658322 453042.105725291 0,86408.6870563894 453040.93046136 0,86402.8470455475 453037.205397594 0,86398.852258623 453031.507650289 0,86397.390546952 453025.474569745 0,86397.4899472317 453022.235172907 0,86399.5084045444 453015.909344829 0,86403.4936749258 453010.958453924 0,86409.7621199047 453007.444910412 0,86414.441997034 453006.612666616 0,86421.8256753925 453007.879617754 0,86427.1179971542 453011.178284217 0,86431.7784649733 453017.901720048 0,86432.9980575739 453024.783814299 0,86431.7916034626 453030.809137869 0,86427.6055787632 453037.120294145 0)";w7466875;"7466875";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;;;yes;;;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (86373.2108113114 453589.002263295 0,86436.1280391062 453657.936606085 0,86447.7632036152 453670.205515256 0,86455.0976074407 453677.926982718 0)";w7466876;"7466876";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Donau;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (86630.7921585982 453843.62143364 0,86635.5418289983 453838.938397804 0,86640.0718950778 453836.739757964 0,86645.0385270301 453835.870397238 0,86650.0588408014 453836.413464542 0,86656.1804955341 453839.255883645 0,86660.8217204289 453844.154918742 0,86663.145090755 453849.553119798 0,86663.5958092524 453855.410990516 0,86662.1310490211 453861.105992724 0,86658.5961618154 453866.362070164 0,86653.4489562988 453870.060217345 0,86646.9924604393 453871.795697595 0,86640.3510648909 453871.052349536 0,86634.438620154 453867.962277757 0,86630.0068767699 453862.837845059 0,86627.7797291274 453856.459139612 0,86628.0777852858 453849.700807664 0,86630.7921585982 453843.62143364 0)";w7466877;"7466877";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;;;;;;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (86628.0777852858 453849.700807664 0,86621.5477590172 453842.090443697 0,86619.0687562725 453839.84340968 0,86603.6099022559 453825.723885723 0)";w7466878;"7466878";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Donau;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (86520.438539542 453734.27745247 0,86622.8584568743 453829.175962531 0,86625.452185617 453831.287895765 0,86628.476041623 453833.761121922 0,86635.5418289983 453838.938397804 0)";w7466880;"7466880";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Donau;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (86364.9531489096 453092.940978622 0,86312.422955892 453155.555106464 0,86302.8596739802 453166.803164581 0,86289.536111194 453182.387123139 0,86280.1994734269 453193.153627659 0,86259.4539065858 453217.08540617 0,86240.6551387385 453241.925078881 0,86232.4477318786 453256.971202387 0,86230.8890711451 453259.819052504 0,86221.9445058775 453282.564308245 0,86216.1956130184 453307.268338065 0,86215.1480424044 453320.301697351 0,86214.7802026914 453334.382755414 0,86215.7513439004 453347.588516479 0,86219.4290422498 453369.057818504 0,86227.555743357 453394.360205395 0,86234.8386471211 453410.216092998 0,86254.4928229353 453436.449790538 0,86314.9080002376 453514.652819417 0,86323.2458440602 453524.98628682 0)";w7466881;"7466881";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Donau;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (86312.6478134963 453538.229269545 0,86302.0153368922 453524.121961484 0,86243.0315952844 453445.788045071 0,86222.8520201305 453415.778383253 0,86215.0195217285 453400.352941248 0,86207.0967152883 453376.906007939 0,86201.5155527385 453349.710225485 0,86200.1894435169 453336.131044945 0,86200.9410801608 453319.552176615 0,86202.0899275407 453308.887519367 0,86208.9937545369 453278.926578222 0,86215.936366958 453259.213313327 0,86219.3326021514 453252.857243057 0,86226.6464273006 453239.158710496 0,86247.2450905794 453210.566500544 0,86269.9190587328 453184.237946748 0,86279.4232821268 453173.190928757 0,86292.1678171529 453157.893114624 0)";w7466882;"7466882";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Donau;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (86323.2458440602 453524.98628682 0,86335.3824641008 453540.753108748 0,86373.2108113114 453589.002263295 0)";w7466883;"7466883";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;;yes;;Donau;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (86421.8256753925 453007.879617754 0,86427.4642971682 453001.960160201 0,86429.7669706405 452999.33580219 0,86465.8335693282 452958.235960917 0,86502.313756655 452914.749476022 0,86575.8191928677 452827.8700055 0,86584.3434234242 452817.782880442 0)";w7466886;"7466886";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Donau;"50";yes;"1";use_sidepath;use_sidepath
"LINESTRING Z (86363.8056520189 453600.225789749 0,86322.5780474038 453550.154217822 0,86312.6478134963 453538.229269545 0)";w7466893;"7466893";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;;;;yes;;Donau;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (86445.2409877345 453689.23446326 0,86437.6602117139 453681.549785013 0,86424.9948514694 453668.671963599 0,86363.8056520189 453600.225789749 0)";w7466894;"7466894";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;Donau;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (84107.2674133532 453756.1843256 0,84097.8457597674 453763.951863532 0,84095.0165645931 453766.573703455 0,84092.6657322022 453769.077458005 0,84063.0472952403 453799.888205216 0)";w7467713;"7467713";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;merge_to_right|;"left|left|through;right";S108;"2";S108;Centrum;Voorburg;;;;;asphalt;;;Regulusweg;"50";;"5";;use_sidepath
"LINESTRING Z (84117.0924003851 453747.843568604 0,84107.2674133532 453756.1843256 0)";w7467794;"7467794";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"left;through|through";left|left|through;;"2";;;;;;;;asphalt;;;Regulusweg;"50";;"5";;use_sidepath
"LINESTRING Z (84206.2497839083 451536.565884467 0,84307.2338625291 451438.902784459 0,84360.031936186 451387.357653541 0,84375.4856036249 451372.061042964 0)";w7468411;"7468411";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;use_sidepath;;;;;;;;default;;;;asphalt;yes;;Laan van Hoornwijck;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (84322.976857474 449750.436334314 0,84332.6097489895 449742.955727292 0,84422.2090471383 449676.513575365 0,84456.3523491548 449648.256495181 0,84477.5629153134 449629.529550998 0,84487.9647895148 449620.580700786 0,84492.8429874694 449616.094159225 0,84502.4166516839 449607.301712081 0,84508.8464660706 449601.391203095 0,84534.1574921783 449577.020626158 0)";w7468806;"7468806";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NL:urban;;;;;;;;;;;;;asphalt;yes;;Singel;"50";yes;"1";use_sidepath;use_sidepath
"LINESTRING Z (84629.48080584 449351.693199223 0,84637.2197447129 449338.809849386 0,84647.9324646368 449322.156905441 0,84649.1469339976 449320.181366233 0,84653.262620407 449312.701396444 0,84655.3501437119 449306.930270432 0,84655.991532318 449304.228422841 0,84656.6757315108 449300.669172704 0)";w7468843;"7468843";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;|||yes;yes|yes|yes|no;NL:urban;;;;;;;;;;;left|through|through|;;;yes;;Brasserskade;"50";;"4";use_sidepath;use_sidepath
"LINESTRING Z (86987.9911669824 454159.660223308 0,86983.1394385288 454158.380120213 0,86979.8904585677 454156.46612222 0,86977.2114486976 454153.609649518 0,86975.0075056577 454149.389163109 0,86974.2358158969 454145.104595417 0,86974.3845864653 454142.443152693 0,86976.0307348692 454137.457909257 0,86979.4217495991 454133.205474929 0,86984.3539193405 454130.334016495 0,86989.5192820191 454129.473406728 0,86995.7716025032 454130.879036076 0,87001.031258832 454134.913133805 0,87003.4023260093 454138.819785839 0,87004.5426512693 454143.989500936 0,87004.0420219092 454148.502869989 0,87001.2781850115 454153.99297028 0,86997.0766793445 454157.64446414 0,86992.5201106796 454159.398055192 0,86987.9911669824 454159.660223308 0)";w7469152;"7469152";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;roundabout;;;;;;;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (87004.0420219092 454148.502869989 0,87005.6562414983 454151.218120112 0,87007.5661881303 454153.49536912 0,87014.555222527 454159.642288172 0,87033.7777881258 454174.868897028 0)";w7469159;"7469159";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gemeente Den Haag;;;;;;;;;;;;;;;;asphalt;yes;;Donau;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (86912.8602440915 454083.108209582 0,86926.5790594001 454090.453722159 0,86966.2833730506 454122.65836958 0,86968.9462747041 454124.836295376 0,86979.4217495991 454133.205474929 0)";w7469175;"7469175";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Donau;"50";;"1";use_sidepath;use_sidepath
"LINESTRING Z (84386.5744581014 455969.673649926 0,84372.9772151291 455959.7073581 0,84361.8889427434 455951.686153117 0,84343.0588665339 455933.815910858 0)";w7472949;"7472949";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Boekweitkamp;"50";;"1";;use_sidepath
"LINESTRING Z (84416.5045648631 455985.795353742 0,84395.9196442096 455975.627698257 0,84386.5744581014 455969.673649926 0)";w7472950;"7472950";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Finnenburg;"50";;"1";;use_sidepath
"LINESTRING Z (83195.8990311271 455123.361155199 0,83133.302211753 455079.999908647 0)";w7473541;"7473541";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;advisory;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Schenkkade;"50";yes;"1";;
"LINESTRING Z (83020.7200531433 454941.577386671 0,83031.2480138335 454948.94725894 0,83034.6056978192 454951.190950657 0,83102.1528877011 454996.771719383 0)";w7473542;"7473542";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;default;;merge_to_right|;;asphalt;yes;;Schenkkade;"50";yes;"2";use_sidepath;use_sidepath
"LINESTRING Z (83414.257241917 455279.982509139 0,83411.2146348368 455278.168003459 0,83408.7533865458 455276.734594844 0,83407.0663782122 455275.74627189 0,83395.861758879 455268.908348761 0,83355.2776633656 455241.406919346 0)";w7473815;"7473815";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;merge_to_right|;;asphalt;yes;;Schenkkade;"50";;"2";;
"LINESTRING Z (83355.2776633656 455241.406919346 0,83257.2056862982 455167.186867188 0,83247.0441680807 455159.499678547 0,83195.8990311271 455123.361155199 0)";w7473828;"7473828";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Schenkkade;"50";;"1";;
"LINESTRING Z (83396.9820558089 455203.3518404 0,83415.3112047286 455215.517447657 0,83436.6580351116 455229.676037471 0,83439.4266481422 455231.505626439 0,83444.770347065 455235.056317663 0)";w7473835;"7473835";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"left;through|through;right";;asphalt;yes;;Schenkkade;"50";;"2";use_sidepath;use_sidepath
"LINESTRING Z (83507.793205059 455320.33218748 0,83500.9060614058 455318.138894615 0,83495.9658891702 455317.375323535 0,83482.6126330728 455318.435153732 0,83472.5650834694 455317.199768411 0)";w7473837;"7473837";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Schenkkade;"50";yes;"1";;use_sidepath
"LINESTRING Z (83520.732288406 455326.711475077 0,83534.9897886993 455334.674206349 0,83537.6128347614 455338.3085772 0)";w7473846;"7473846";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Schenkkade;"50";yes;"1";;
"LINESTRING Z (83458.4239998983 455244.385061094 0,83461.9434184751 455246.938276725 0,83465.9122019288 455249.752092715 0,83500.5926981397 455274.857822396 0)";w7473849;"7473849";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;lane;;;;;;;;;;;;;;;merge_to_right|;;asphalt;yes;;Schenkkade;"50";;"2";;
"LINESTRING Z (83426.2337010491 455288.055640178 0,83421.0556667007 455284.580478252 0,83419.5537286844 455283.589489085 0,83418.1475897841 455282.58599492 0,83417.6145301136 455282.226458631 0,83414.257241917 455279.982509139 0)";w7473856;"7473856";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;left|through|through;;asphalt;yes;;Schenkkade;"50";;"3";;
"LINESTRING Z (83422.1933152375 455267.394536099 0,83424.1793001721 455264.38382733 0,83429.5400627465 455256.728965203 0)";w7473861;"7473861";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;right;;lane;;;;;;;;;;;;;;;left|through;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"2";;
"LINESTRING Z (83488.1116618814 455172.030858087 0,83489.0793543054 455170.67053739 0,83495.0869969174 455162.216410011 0,83502.0555054714 455152.402070453 0,83503.7867113621 455149.784515025 0,83508.1854364174 455143.389833274 0,83513.3668433363 455136.594453614 0,83521.978356968 455124.69797446 0)";w7473883;"7473883";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3.8";;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"1";;use_sidepath
"LINESTRING Z (83791.4202849908 455550.97543837 0,83796.8380786547 455558.308750197 0,83801.8146348751 455566.905776153 0,83804.6193692818 455571.76169617 0,83809.7085851106 455580.568538135 0,83811.6028960087 455583.601468349 0,83819.2165495615 455591.571031849 0)";w7474127;"7474127";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Schenkkade;"50";;"1";;use_sidepath
"LINESTRING Z (82577.7556461168 456516.027451164 0,82606.4469200193 456456.233741655 0,82631.8021853995 456420.5574224 0,82644.3155437468 456402.960944 0,82672.8612056462 456361.808250526 0,82721.440253321 456291.25523375 0,82771.5381885413 456217.10876374 0,82804.6081804679 456169.693210655 0)";w7474154;"7474154";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Voorburg;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Laan van Nieuw-Oost-Indië;"50";yes;"2";no;use_sidepath
"LINESTRING Z (83133.302211753 455079.999908647 0,83102.562692687 455059.780317602 0)";w7474776;"7474776";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;advisory;lane;;;;;;;;;;;;;;;;;asphalt;yes;;Schenkkade;"50";yes;"1";;
"LINESTRING Z (81762.4329403676 457899.706853238 0,81768.6631428685 457907.259703686 0,81770.8325256084 457909.864977951 0,81779.7918173489 457921.739639763 0,81792.864919033 457939.840798864 0,81808.2014560697 457961.825560638 0)";w7475462;"7475462";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asphalt;yes;;Oude Waalsdorperweg;"50";yes;"1";;use_sidepath
"LINESTRING Z (80984.6764734612 457029.40907815 0,80977.4092295956 457038.441505605 0,80950.0189636047 457072.688037179 0,80940.0819481507 457083.295869632 0)";w7475997;"7475997";way;secondary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"white;white";"Scheveningen-Haven;Kijkduin";;;;;;;;no;;;S102;;S102;;;default;;through|right;;;yes;;Raamweg;"50";;"2";;no
